0,150.964,126.626,-0.994693,2.11696,2.46046,0.106139
1,151.022,126.537,-0.989433,2.27246,2.69533,0.105212
2,151.084,126.442,-0.984481,2.42316,2.79464,0.0990344
3,151.151,126.341,-0.978923,2.53568,2.7888,0.111161
4,151.222,126.236,-0.972594,2.62934,2.82652,0.126574
5,151.296,126.127,-0.967104,2.70368,2.85195,0.109794
6,151.373,126.016,-0.960029,2.76338,2.87757,0.141515
7,151.452,125.903,-0.953239,2.7961,2.85659,0.135796
8,151.533,125.789,-0.946784,2.82501,2.87753,0.129088
9,151.615,125.674,-0.939889,2.83686,2.85804,0.137917
10,151.699,125.56,-0.931229,2.8404,2.84669,0.173191
11,151.784,125.446,-0.9317,2.85149,2.87114,-0.0094175
12,151.869,125.331,-0.943209,2.92713,3.06035,-0.230191
13,151.955,125.213,-0.893758,3.28967,3.90237,0.989035
14,152.058,125.085,-0.88722,3.39923,3.55191,0.130759
15,152.165,124.953,-0.871781,3.65787,3.99835,0.308769
16,152.283,124.813,-0.921028,3.16138,2.58911,-0.984938
17,152.378,124.687,-0.92024,3.15637,3.14891,0.0157554
18,152.474,124.561,-0.921023,3.00004,2.76638,-0.0156546
19,152.565,124.442,-0.896334,2.43033,1.50476,0.493782
20,152.641,124.347,-0.867947,2.1482,1.51627,0.567745
21,152.71,124.265,-0.883653,2.25798,2.55058,-0.314118
22,152.782,124.178,-0.833759,2.55714,3.30119,0.99787
23,152.868,124.083,-0.794957,2.21383,1.50001,0.776048
24,152.945,124.004,-0.843877,2.33747,2.65359,-0.97841
25,153.023,123.917,-0.795286,2.82462,3.97849,0.971814
26,153.122,123.816,-0.7914,3.01393,3.35234,0.0777242
27,153.228,123.709,-0.794085,3.01937,3.02813,-0.0536925
28,153.333,123.601,-0.795587,2.81475,2.48577,-0.0300513
29,153.432,123.501,-0.787126,2.68928,2.46374,0.169226
30,153.527,123.405,-0.800672,2.69101,2.69434,-0.270912
31,153.621,123.309,-0.801227,2.58697,2.38659,-0.0111084
32,153.711,123.216,-0.850584,2.95956,3.72104,-0.987133
33,153.808,123.105,-0.884881,3.23311,3.68735,-0.685951
34,153.911,122.98,-0.9328,3.46812,3.80546,-0.958368
35,154.014,122.84,-0.957395,3.30403,3.09557,-0.4919
36,154.109,122.705,-0.940924,2.81,2.12668,0.329415
37,154.192,122.592,-0.913725,2.69632,2.49146,0.543976
38,154.274,122.485,-0.904645,2.54235,2.24667,0.181607
39,154.353,122.385,-0.906553,2.65003,2.87584,-0.0381562
40,154.434,122.281,-0.909981,2.70252,2.80599,-0.0685583
41,154.517,122.174,-0.909492,2.7549,2.85513,0.0097784
42,154.602,122.065,-0.907267,2.76171,2.77438,0.0444999
43,154.687,121.956,-0.90609,2.77722,2.80593,0.0235322
44,154.772,121.847,-0.904646,2.79008,2.81367,0.0288765
45,154.859,121.737,-0.903143,2.79544,2.80522,0.0300647
46,154.945,121.628,-0.901757,2.79765,2.80165,0.0277113
47,155.032,121.518,-0.900313,2.79977,2.80364,0.0288966
48,155.119,121.408,-0.898878,2.8006,2.80209,0.0286895
49,155.206,121.299,-0.897442,2.80126,2.80247,0.0287245
50,155.293,121.189,-0.896004,2.80153,2.802,0.0287535
51,155.381,121.08,-0.894566,2.80171,2.80205,0.0287605
52,155.469,120.971,-0.893128,2.80184,2.80207,0.028762
53,155.556,120.861,-0.89169,2.80192,2.80207,0.0287621
54,155.644,120.752,-0.890252,2.80198,2.80208,0.0287623
55,155.733,120.644,-0.888814,2.80201,2.80207,0.0287625
56,155.821,120.535,-0.887376,2.80203,2.80207,0.0287625
57,155.909,120.426,-0.885938,2.80205,2.80207,0.0287625
58,155.998,120.318,-0.884499,2.80205,2.80207,0.0287625
59,156.087,120.209,-0.883061,2.80206,2.80207,0.0287625
60,156.176,120.101,-0.881623,2.80206,2.80207,0.0287625
61,156.265,119.993,-0.880185,2.80207,2.80207,0.0287625
62,156.354,119.885,-0.878747,2.80207,2.80207,0.0287625
63,156.443,119.777,-0.877309,2.80207,2.80207,0.0287625
64,156.533,119.669,-0.875871,2.80207,2.80207,0.0287625
65,156.623,119.562,-0.874432,2.80207,2.80207,0.0287625
66,156.713,119.454,-0.872994,2.80207,2.80207,0.0287625
67,156.803,119.347,-0.871556,2.80207,2.80207,0.0287625
68,156.893,119.24,-0.870118,2.80207,2.80207,0.0287625
69,156.983,119.132,-0.86868,2.80207,2.80207,0.0287625
70,157.074,119.026,-0.867242,2.80207,2.80207,0.0287625
71,157.164,118.919,-0.865804,2.80207,2.80207,0.0287625
72,157.255,118.812,-0.864365,2.80207,2.80207,0.0287625
73,157.346,118.705,-0.862927,2.80207,2.80207,0.0287625
74,157.437,118.599,-0.861489,2.80207,2.80207,0.0287625
75,157.528,118.493,-0.860051,2.80207,2.80207,0.0287625
76,157.62,118.386,-0.858613,2.80207,2.80207,0.0287625
77,157.711,118.28,-0.857175,2.80207,2.80207,0.0287625
78,157.803,118.174,-0.855737,2.80207,2.80207,0.0287625
79,157.895,118.069,-0.854298,2.80207,2.80207,0.0287625
80,157.987,117.963,-0.85286,2.80207,2.80207,0.0287625
81,158.079,117.858,-0.851422,2.80207,2.80207,0.0287625
82,158.171,117.752,-0.849984,2.80207,2.80207,0.0287625
83,158.264,117.647,-0.848546,2.80207,2.80207,0.0287625
84,158.356,117.542,-0.847108,2.80207,2.80207,0.0287625
85,158.449,117.437,-0.84567,2.80207,2.80207,0.0287625
86,158.542,117.332,-0.844231,2.80207,2.80207,0.0287625
87,158.635,117.227,-0.842793,2.80207,2.80207,0.0287625
88,158.728,117.123,-0.841355,2.80207,2.80207,0.0287625
89,158.822,117.018,-0.839917,2.80207,2.80207,0.0287625
90,158.915,116.914,-0.838479,2.80207,2.80207,0.0287625
91,159.009,116.81,-0.837041,2.80207,2.80207,0.0287625
92,159.103,116.706,-0.835603,2.80207,2.80207,0.0287625
93,159.197,116.602,-0.834164,2.80207,2.80207,0.0287625
94,159.291,116.498,-0.832726,2.80207,2.80207,0.0287625
95,159.385,116.394,-0.831288,2.80207,2.80207,0.0287625
96,159.48,116.291,-0.82985,2.80207,2.80207,0.0287625
97,159.574,116.187,-0.828412,2.80207,2.80207,0.0287625
98,159.669,116.084,-0.826974,2.80207,2.80207,0.0287625
99,159.764,115.981,-0.825536,2.80207,2.80207,0.0287625
100,159.859,115.878,-0.824097,2.80207,2.80207,0.0287625
101,159.954,115.775,-0.822659,2.80207,2.80207,0.0287625
102,160.049,115.673,-0.821221,2.80207,2.80207,0.0287625
103,160.145,115.57,-0.819783,2.80207,2.80207,0.0287625
104,160.24,115.468,-0.818345,2.80207,2.80207,0.0287625
105,160.336,115.365,-0.816907,2.80207,2.80207,0.0287625
106,160.432,115.263,-0.815469,2.80207,2.80207,0.0287625
107,160.528,115.161,-0.81403,2.80207,2.80207,0.0287625
108,160.624,115.059,-0.812592,2.80207,2.80207,0.0287625
109,160.721,114.958,-0.811154,2.80207,2.80207,0.0287625
110,160.817,114.856,-0.809716,2.80207,2.80207,0.0287625
111,160.914,114.755,-0.808278,2.80207,2.80207,0.0287625
112,161.01,114.653,-0.80684,2.80207,2.80207,0.0287625
113,161.107,114.552,-0.805402,2.80207,2.80207,0.0287625
114,161.204,114.451,-0.803963,2.80207,2.80207,0.0287625
115,161.302,114.35,-0.802525,2.80207,2.80207,0.0287625
116,161.399,114.249,-0.801087,2.80207,2.80207,0.0287625
117,161.496,114.149,-0.799649,2.80207,2.80207,0.0287625
118,161.594,114.048,-0.798211,2.80207,2.80207,0.0287625
119,161.692,113.948,-0.796773,2.80207,2.80207,0.0287625
120,161.79,113.848,-0.795335,2.80207,2.80207,0.0287625
121,161.888,113.748,-0.793896,2.80207,2.80207,0.0287625
122,161.986,113.648,-0.792458,2.80207,2.80207,0.0287625
123,162.085,113.548,-0.79102,2.80207,2.80207,0.0287625
124,162.183,113.448,-0.789582,2.80207,2.80207,0.0287625
125,162.282,113.349,-0.788144,2.80207,2.80207,0.0287625
126,162.38,113.25,-0.786706,2.80207,2.80207,0.0287625
127,162.479,113.15,-0.785268,2.80207,2.80207,0.0287625
128,162.578,113.051,-0.78383,2.80207,2.80207,0.0287625
129,162.678,112.952,-0.782391,2.80207,2.80207,0.0287625
130,162.777,112.854,-0.780953,2.80207,2.80207,0.0287625
131,162.877,112.755,-0.779515,2.80207,2.80207,0.0287625
132,162.976,112.657,-0.778077,2.80207,2.80207,0.0287625
133,163.076,112.558,-0.776639,2.80207,2.80207,0.0287625
134,163.176,112.46,-0.775201,2.80207,2.80207,0.0287625
135,163.276,112.362,-0.773763,2.80207,2.80207,0.0287625
136,163.376,112.264,-0.772324,2.80207,2.80207,0.0287625
137,163.477,112.166,-0.770886,2.80207,2.80207,0.0287625
138,163.577,112.069,-0.769448,2.80207,2.80207,0.0287625
139,163.678,111.971,-0.76801,2.80207,2.80207,0.0287625
140,163.778,111.874,-0.766572,2.80207,2.80207,0.0287625
141,163.879,111.777,-0.765134,2.80207,2.80207,0.0287625
142,163.98,111.68,-0.763696,2.80207,2.80207,0.0287625
143,164.082,111.583,-0.762257,2.80207,2.80207,0.0287625
144,164.183,111.486,-0.760819,2.80207,2.80207,0.0287625
145,164.284,111.389,-0.759381,2.80207,2.80207,0.0287625
146,164.386,111.293,-0.757943,2.80207,2.80207,0.0287625
147,164.488,111.197,-0.756505,2.80207,2.80207,0.0287625
