136.054,136.111,136.173,136.237,136.305,136.374,136.445,136.519,136.593,136.669,136.747,136.827,136.909,136.992,137.077,137.163,137.25,137.337,137.425,137.514,137.604,137.693,137.782,137.872,137.963,138.054,138.144,138.234,138.325,138.415,138.506,138.597,138.689,138.782,138.874,138.966,139.057,139.15,139.243,139.334,
137.916,137.83,137.742,137.651,137.56,137.47,137.38,137.291,137.202,137.114,137.025,136.938,136.851,136.764,136.678,136.592,136.507,136.424,136.341,136.257,136.174,136.093,136.013,135.934,135.855,135.776,135.699,135.621,135.544,135.468,135.391,135.315,135.238,135.162,135.087,135.011,134.937,134.861,134.784,134.707,
-0.981243,-0.963923,-0.952121,-0.932947,-0.916549,-0.89996,-0.883122,-0.872482,-0.861461,-0.846781,-0.831486,-0.812797,-0.806764,-0.793719,-0.781763,-0.773091,-0.763356,-0.759376,-0.751678,-0.747136,-0.740546,-0.728549,-0.720308,-0.721314,-0.713021,-0.709544,-0.710753,-0.704118,-0.702999,-0.699952,-0.697885,-0.692821,-0.685168,-0.685612,-0.687731,-0.686068,-0.688003,-0.693195,-0.698318,-0.695755,
2.05678,2.15074,2.2343,2.27532,2.2547,2.28997,2.32424,2.32812,2.31342,2.3605,2.37231,2.3821,2.41301,2.41473,2.43382,2.43098,2.40534,2.42813,2.44152,2.43733,2.41445,2.39353,2.39523,2.41013,2.41352,2.37409,2.38603,2.37025,2.36116,2.38155,2.37289,2.40691,2.3929,2.38339,2.37825,2.34348,2.40224,2.41285,2.38453,2.38745,
2.22353,2.41652,2.45663,2.37886,2.20395,2.37789,2.4078,2.33738,2.27842,2.47364,2.3999,2.40482,2.48426,2.41862,2.47697,2.42463,2.34793,2.47994,2.47156,2.42801,2.36341,2.34623,2.39913,2.4442,2.42123,2.28488,2.4137,2.33394,2.34007,2.42915,2.35293,2.48576,2.36109,2.36159,2.36642,2.26314,2.5409,2.43703,2.32043,2.39416,
0.375147,0.346397,0.236044,0.383467,0.327961,0.331792,0.336748,0.212801,0.220424,0.293605,0.305902,0.373782,0.120656,0.260895,0.23911,0.173444,0.1947,0.0796021,0.153966,0.0908313,0.131813,0.23994,0.164822,-0.0201196,0.165856,0.0695356,-0.0241785,0.132695,0.0223939,0.0609275,0.0413342,0.101287,0.153064,-0.00888516,-0.0423732,0.0332667,-0.0387037,-0.103837,-0.102476,0.0512702,
136.111,136.174,136.24,136.311,136.385,136.462,136.543,136.625,136.709,136.794,136.883,136.972,137.062,137.154,137.247,137.342,137.436,137.533,137.629,137.727,137.825,137.923,138.021,138.121,138.222,138.322,138.422,138.523,138.623,138.724,138.826,138.931,139.035,139.138,139.242,139.344,139.448,139.552,139.656,139.761,
137.83,137.741,137.649,137.555,137.461,137.367,137.271,137.176,137.082,136.988,136.895,136.804,136.715,136.626,136.537,136.449,136.362,136.275,136.19,136.105,136.021,135.94,135.859,135.778,135.697,135.619,135.539,135.462,135.385,135.308,135.231,135.154,135.078,135.003,134.927,134.853,134.779,134.703,134.627,134.551,
-0.961494,-0.944665,-0.923046,-0.903181,-0.885833,-0.869441,-0.859813,-0.842927,-0.829937,-0.808466,-0.796437,-0.785881,-0.770322,-0.759449,-0.751022,-0.742442,-0.732649,-0.723779,-0.716563,-0.704074,-0.695336,-0.687422,-0.680544,-0.67458,-0.669709,-0.666192,-0.657435,-0.656134,-0.650904,-0.642868,-0.63808,-0.630664,-0.629005,-0.628597,-0.623848,-0.623773,-0.629228,-0.628943,-0.629258,-0.627754,
2.17816,2.2779,2.35389,2.39063,2.42944,2.5073,2.50394,2.51891,2.54594,2.57327,2.54317,2.53763,2.55706,2.56177,2.60358,2.56852,2.59249,2.57473,2.58515,2.58177,2.54526,2.55126,2.56735,2.58462,2.54066,2.56203,2.54426,2.52517,2.53904,2.55988,2.59095,2.58362,2.55281,2.55847,2.52901,2.55483,2.57063,2.57631,2.5962,2.57522,
